event_id,timestamp,user_id,ip_address,country,device_type,login_status,failure_reason,risk_score
3887587d-c3e0-4020-bfe5-03a2f34a97a1,2026-03-30 05:48:31.409911,user_6,192.168.92.159,FR,mobile,success,,52
151e79ab-dba0-46b3-8dd1-d62bcd21f155,2026-03-30 09:44:31.409911,user_31,192.168.48.120,DE,mobile,success,,55
925fa668-9b9d-477c-9117-d11e3398e726,2026-03-30 22:45:31.409911,user_2,192.168.141.174,FR,desktop,success,,30
826e6ac6-1f34-48ae-aedd-ab8745cca2b4,2026-03-29 17:30:31.409911,user_40,192.168.186.149,US,mobile,success,,61
b7867acb-bbb4-4164-bdcd-ac1ac2515466,2026-03-29 16:11:31.409911,user_37,192.168.207.15,GR,mobile,failed,user_not_found,34
da1c60b8-1532-417e-b20e-22201f520e65,2026-03-31 10:36:31.409911,user_49,192.168.220.111,GR,mobile,success,,72
4b81af54-2da9-49df-8a4d-75cc25d38ee2,2026-03-29 12:02:31.409911,user_47,192.168.82.203,GR,desktop,success,,25
2623a91a-77a1-4660-80f3-c65c08dbbf33,2026-03-30 10:34:31.409911,user_45,192.168.183.147,FR,desktop,success,,49
b62311a7-c864-47ad-b554-8d946cbe1c8c,2026-03-29 15:33:31.409911,user_9,192.168.96.113,US,mobile,success,,79
74ae360c-68da-4b26-acd3-5f9896276fdf,2026-03-30 13:11:31.409911,user_48,192.168.135.69,FR,desktop,failed,wrong_password,0
236fcc5c-b188-45e8-92d8-07cbc0ce017b,2026-03-29 12:06:31.409911,user_8,192.168.68.173,GR,desktop,success,,49
585e0b1b-0d19-44d5-9bc8-d27d888e5680,2026-03-30 15:32:31.409911,user_22,192.168.135.131,US,tablet,failed,account_locked,94
2234dd83-e6d3-4ccb-9ee8-a5e790e05e8c,2026-03-28 20:46:31.409911,user_18,192.168.69.37,UK,desktop,success,,51
3c5a33de-6f70-4c30-8c60-5cc5beffbf4f,2026-03-31 04:56:31.409911,user_18,192.168.35.117,FR,desktop,success,,65
31553edc-6277-4363-a932-6c09407f145a,2026-03-29 12:10:31.409911,user_29,192.168.133.78,UK,tablet,failed,,69
57a56662-d34f-4b58-87af-3971e8dfa03f,2026-03-31 09:49:31.409911,user_29,192.168.169.114,GR,tablet,failed,account_locked,46
b7ab0c04-7f6f-44fc-ad12-8852954a04c2,2026-03-28 22:26:31.409911,user_13,192.168.146.193,UK,tablet,success,,63
50a7cd6e-51e3-417e-84d2-63f46f444986,2026-03-30 13:44:31.409911,user_35,192.168.234.119,FR,mobile,failed,,75
79c5b193-0c47-4d5f-94e6-dd2352101e61,2026-03-29 04:23:31.409911,user_4,192.168.208.5,DE,desktop,success,,54
5f65a70f-f2e0-4e02-8430-6900d2b65cd1,2026-03-28 21:34:31.409911,user_9,192.168.154.164,GR,mobile,success,,44
47ab85db-ca53-4a26-b115-fc8c300eff65,2026-03-29 08:54:31.409911,user_37,192.168.48.74,GR,desktop,success,,13
64cb9a46-cbb7-4b6c-9547-8986d05d09f4,2026-03-30 20:38:31.409911,user_11,192.168.44.215,UK,mobile,success,,62
c6d6f3aa-310a-404c-9e53-9957f284ef7e,2026-03-30 10:21:31.409911,user_21,192.168.18.28,US,tablet,success,,45
f0f893fa-7bfb-408d-8590-2f11758ac696,2026-03-30 12:39:31.409911,user_33,192.168.211.223,US,desktop,success,,0
a4bb0d71-8d42-4751-9749-858f39c07ae2,2026-03-30 21:23:31.409911,user_35,192.168.224.7,US,desktop,success,,63
5131ba0a-4977-4c95-a23e-5a1edfd58556,2026-03-31 14:30:31.409911,user_3,192.168.40.89,FR,tablet,failed,account_locked,6
391dee1a-ccc9-4f0e-a4ef-0cf6bb8fba39,2026-03-30 21:56:31.409911,user_10,192.168.23.187,FR,desktop,success,,59
c4d47484-5e6f-46e2-a04f-92fa2645b90e,2026-03-28 15:13:31.409911,user_22,192.168.167.63,GR,desktop,failed,wrong_password,77
7fbd6a95-747f-480a-ba8c-12102f0fbc12,2026-03-29 04:09:31.409911,user_9,192.168.133.84,US,desktop,success,,64
9326a22c-94fa-437a-b69d-f2e8996273d7,2026-03-31 03:13:31.409911,user_22,192.168.22.121,GR,desktop,failed,account_locked,40
8a832730-a7a1-4a9f-b9dc-ab035c82f972,2026-03-31 18:32:31.409911,user_11,192.168.239.21,US,desktop,success,,84
b058c108-6a5d-42fb-a5cf-bf5407db3b4e,2026-03-30 08:43:31.409911,user_1,192.168.113.254,GR,desktop,success,,43
26fc8282-261a-43a1-917d-a28e26da9f09,2026-03-29 12:45:31.409911,user_32,192.168.244.230,US,desktop,failed,account_locked,17
87c445cc-a56e-4e2b-b527-5854d6f484f8,2026-03-31 13:26:31.409911,user_13,192.168.114.214,UK,tablet,success,,66
88fdd95f-ada3-48aa-a77f-20e44e79eb46,2026-03-31 06:55:31.409911,user_50,192.168.50.173,US,desktop,failed,account_locked,8
16d47c80-2225-4f82-8f62-489818bb0173,2026-03-30 23:53:31.409911,user_50,192.168.103.38,GR,desktop,failed,user_not_found,26
ee6af508-0dc7-4739-8036-7eeed8868c96,2026-03-29 23:08:31.409911,user_48,192.168.252.141,US,mobile,failed,user_not_found,2
88a4eba7-af26-437a-a1a7-b843ad403d34,2026-03-30 04:35:31.409911,user_35,192.168.175.225,FR,mobile,failed,wrong_password,68
68d036c5-8c1f-47b3-a2b7-191b3ee492cc,2026-03-28 13:56:31.409911,user_15,192.168.180.255,FR,desktop,failed,,7
b2ba7bdb-1b99-4630-a57b-cdbd015f02bb,2026-03-30 17:07:31.409911,user_12,192.168.113.191,UK,mobile,failed,account_locked,14
0661aefc-a84d-439f-b675-7c8ec3ba7458,2026-03-30 02:21:31.409911,user_2,192.168.140.214,GR,desktop,failed,account_locked,74
c1b5f297-c8bc-494a-bbd5-4b6b2d2d3cc7,2026-03-29 22:14:31.409911,user_19,192.168.246.169,UK,mobile,success,,80
b832abe3-7cd8-4418-8d04-431241ca7d29,2026-03-28 14:23:31.409911,user_44,192.168.70.250,US,desktop,success,,13
71e89a1b-e5b2-4f1c-bfe0-33016ecec4ae,2026-03-29 09:36:31.409911,user_38,192.168.7.234,US,desktop,failed,user_not_found,75
741aec30-d505-4a56-a46c-a46ed9144411,2026-03-30 00:09:31.409911,user_17,192.168.112.224,GR,desktop,failed,,53
3015a31f-b158-4455-94f6-3e1c0ee7552d,2026-03-28 07:57:31.409911,user_1,192.168.115.204,US,tablet,failed,account_locked,27
9c8945c7-e102-4b7a-930b-be7f871aa9d4,2026-03-30 20:47:31.409911,user_17,192.168.137.34,GR,mobile,failed,user_not_found,49
06eda5d1-4995-48d7-8059-14fdcdd53bbd,2026-03-30 15:28:31.409911,user_26,192.168.115.43,DE,tablet,success,,53
ed54cc32-6263-4a9a-afa6-6ea0e8450c20,2026-03-29 12:20:31.409911,user_21,192.168.129.143,DE,mobile,failed,user_not_found,24
f2f78847-3d72-43e4-8e08-43aaef8208ed,2026-03-31 00:13:31.409911,user_39,192.168.32.105,UK,tablet,failed,wrong_password,35
05ca7d75-601d-47ee-a870-569351cf0641,2026-03-29 01:19:31.409911,user_37,192.168.163.46,DE,mobile,success,,97
883c539e-a430-4b80-a553-533fbfa8f45b,2026-03-28 15:05:31.409911,user_50,192.168.186.94,FR,mobile,success,,84
a168a488-c0e3-4c5e-b32c-b5244bf650df,2026-03-30 04:18:31.409911,user_5,192.168.104.140,FR,desktop,success,,71
f2dd0469-a782-45de-a7a6-a5a65cb0a6a7,2026-03-29 05:42:31.409911,user_3,192.168.181.225,US,tablet,success,,28
e96525a5-c464-446d-b6e2-4b868e528ee0,2026-03-31 06:57:31.409911,user_47,192.168.213.214,GR,desktop,success,,63
12f1f1ed-3156-44a9-a626-111a153b011c,2026-03-29 17:25:31.409911,user_29,192.168.17.229,UK,mobile,failed,user_not_found,82
2630b9e6-b164-4a38-ae8a-e1b2e7b98962,2026-03-31 09:03:31.409911,user_40,192.168.223.75,GR,mobile,success,,94
874ddf0f-d784-4c48-a4da-48176a76864e,2026-03-31 00:17:31.409911,user_12,192.168.39.163,GR,mobile,success,,84
1dba2c32-646c-4b98-9e36-91b735292836,2026-03-31 10:43:31.409911,user_22,192.168.124.4,US,tablet,failed,,50
17aa53df-67fe-44e0-80a6-f296113027c5,2026-03-29 20:01:31.409911,user_41,192.168.130.10,DE,tablet,success,,26
5bee3050-089c-4158-a5c8-3d2719e75869,2026-03-31 02:48:31.409911,user_40,192.168.158.235,GR,tablet,failed,,75
1d05c821-e6f0-4a62-82e5-f1a84cfc9e8e,2026-03-30 11:04:31.409911,user_5,192.168.45.185,UK,mobile,failed,account_locked,36
f16c8fb3-08af-4e37-a8c5-2aaf8f28b89f,2026-03-30 15:09:31.409911,user_13,192.168.64.220,GR,mobile,success,,4
4ca59cf8-d40a-4927-ae9e-9d4d96be662a,2026-03-28 22:00:31.409911,user_30,192.168.134.57,US,mobile,success,,88
ea53914b-0350-497a-b9ae-e5c8cc6ac47c,2026-03-31 12:44:31.409911,user_8,192.168.246.167,GR,desktop,success,,0
782691ce-4513-4488-b9a6-066871d82ff7,2026-03-28 18:32:31.409911,user_31,192.168.197.174,FR,tablet,failed,user_not_found,6
01f33912-5434-4620-9f69-9d804a5e7369,2026-03-29 14:27:31.409911,user_26,192.168.148.183,US,desktop,success,,91
3f11d105-9e1d-48f7-b8ef-e78895a8aa74,2026-03-29 22:09:31.409911,user_16,192.168.250.216,US,desktop,success,,93
d647d761-a226-4624-8dc6-b92945264e6e,2026-03-31 03:42:31.409911,user_2,192.168.224.109,US,tablet,success,,57
c176dcb0-f44b-4833-962f-f6d6a0b2d742,2026-03-30 22:20:31.409911,user_5,192.168.240.156,DE,tablet,failed,wrong_password,25
e3f9180b-ef86-48ac-9e14-b5262679bb15,2026-03-28 12:54:31.409911,user_21,192.168.72.83,GR,mobile,failed,account_locked,76
0d2aae37-50bf-4168-932b-9e479a175076,2026-03-31 14:08:31.409911,user_47,192.168.61.169,DE,desktop,success,,28
d8cc45ec-540c-4914-9635-72d52a3ae18a,2026-03-31 10:55:31.409911,user_33,192.168.120.145,DE,tablet,success,,55
b10637e0-b751-4f13-a5d0-3e8ab8c6e872,2026-03-31 13:59:31.409911,user_31,192.168.122.100,US,tablet,success,,56
31fd43ee-cf73-4892-8ee4-78ba25da4bfa,2026-03-30 18:13:31.409911,user_27,192.168.226.4,US,tablet,success,,20
bbe71504-d9bd-43ad-ac33-f8c09ee00646,2026-03-29 09:52:31.409911,user_22,192.168.183.168,US,tablet,success,,1
d62aa40c-3956-465b-a615-5a473021df3f,2026-03-28 23:21:31.409911,user_17,192.168.28.225,DE,desktop,success,,98
99cef573-df59-4901-999e-5628843a544e,2026-03-28 10:07:31.409911,user_44,192.168.10.85,FR,mobile,failed,wrong_password,26
ffa221a0-731f-479d-91ca-3d4ab9f80bf1,2026-03-28 19:06:31.409911,user_9,192.168.68.172,FR,desktop,success,,44
5a9b6b1d-4d5b-4135-a658-09d69940a072,2026-03-28 12:58:31.409911,user_10,192.168.168.156,DE,mobile,failed,,9
070f3872-9c81-41bb-89e9-7a95ebdc151e,2026-03-31 04:28:31.409911,user_26,192.168.31.13,GR,mobile,failed,user_not_found,67
72192363-2282-4277-abe9-14505f5cc21b,2026-03-31 08:59:31.409911,user_47,192.168.154.224,UK,tablet,failed,wrong_password,100
b6c71ad0-86b8-4f40-973b-22feabff2fc7,2026-03-28 12:12:31.409911,user_40,192.168.7.6,US,tablet,success,,45
a184444c-b011-4cf2-a2ee-10f6755a9e82,2026-03-28 09:37:31.409911,user_32,192.168.90.185,UK,desktop,failed,user_not_found,84
967bf13d-5b1a-4f17-a0c0-ba72f9c108cc,2026-03-29 10:12:31.409911,user_7,192.168.157.7,DE,mobile,failed,,52
f87416a2-f83c-4afb-9048-9ba4f8dfd346,2026-03-30 22:08:31.409911,user_3,192.168.187.100,DE,mobile,success,,41
c90659cd-48d1-46d2-bb36-b06ecfc7e280,2026-03-30 01:35:31.409911,user_36,192.168.76.195,DE,tablet,failed,wrong_password,62
6086754a-339a-474c-a50a-82c21f7d45cc,2026-03-31 17:10:31.409911,user_14,192.168.230.209,UK,tablet,success,,52
bdd83bef-6b85-4070-b876-dae840459c13,2026-03-30 09:47:31.409911,user_34,192.168.71.67,DE,desktop,success,,49
fc85e043-99fa-467b-af45-2d69ed8abe39,2026-03-30 08:28:31.409911,user_5,192.168.73.209,GR,desktop,success,,44
fbe99868-a1e3-4101-82eb-6f681d330acf,2026-03-28 15:38:31.409911,user_33,192.168.220.16,DE,desktop,failed,wrong_password,86
ac8933b7-5350-422f-b8a9-75907d638fc3,2026-03-30 07:07:31.409911,user_41,192.168.200.7,FR,tablet,success,,37
d98c9e5d-3e81-43d8-9d08-e0fe8f036016,2026-03-29 23:43:31.409911,user_11,192.168.141.45,US,tablet,success,,62
3d49b0f8-d15c-4ec6-b37f-04a7fd7eb899,2026-03-29 12:28:31.409911,user_39,192.168.21.87,US,desktop,failed,user_not_found,31
1ebd7d62-3ab1-42fb-a34e-ac30ca8fcebc,2026-03-31 06:33:31.409911,user_10,192.168.56.171,FR,desktop,failed,user_not_found,11
e54d0720-944c-47f7-8515-8da720909e89,2026-03-28 21:54:31.409911,user_46,192.168.244.145,UK,desktop,failed,,46
01118e61-222f-4431-8dcf-2f3856a4866b,2026-03-30 05:32:31.409911,user_49,192.168.15.14,FR,desktop,success,,22
c59405de-4749-4cb4-a2e0-f1e593daeea5,2026-03-30 09:32:31.409911,user_50,192.168.225.211,FR,desktop,failed,user_not_found,43
378d893d-3ee8-43cb-ac6c-2141317688b3,2026-03-30 01:27:31.409911,user_23,192.168.85.196,US,desktop,success,,39
ed3e4884-4e88-4889-9f81-458e34f26bab,2026-03-29 11:35:31.409911,user_14,192.168.234.223,DE,tablet,success,,97
9348cc86-3e2a-45a2-aae4-ad8026771436,2026-03-31 10:49:31.409911,user_22,192.168.13.50,GR,desktop,success,,42
b80877a5-008a-43c9-8a22-cc71f0b74068,2026-03-28 22:56:31.409911,user_24,192.168.124.237,GR,mobile,success,,52
de912a8d-28dd-4ad1-8062-f9c9a84d7a95,2026-03-31 15:26:31.409911,user_35,192.168.229.40,FR,mobile,success,,62
735a4148-0935-417f-890a-b6544004fe76,2026-03-31 07:09:31.409911,user_9,192.168.62.181,DE,desktop,success,,14
3152115c-b492-44c7-a5bd-7b5b2d55f257,2026-03-30 12:22:31.409911,user_45,192.168.219.103,UK,mobile,success,,13
3d41835f-4c93-4670-bead-096bdd370a52,2026-03-29 22:13:31.409911,user_31,192.168.227.251,DE,tablet,success,,26
3bcbdf79-1f2d-4049-8dfd-28004d31e4ea,2026-03-29 11:38:31.409911,user_37,192.168.11.232,GR,mobile,failed,,31
fe4aa695-d4ed-431a-a93d-ca2a1666be3b,2026-03-28 20:22:31.409911,user_4,192.168.73.147,GR,mobile,failed,wrong_password,38
05893cb3-e623-4906-b15c-c273074e7186,2026-03-31 14:17:31.409911,user_20,192.168.50.32,DE,tablet,failed,,39
c53cbb5d-eba4-4522-affd-33f26345c52c,2026-03-30 13:35:31.409911,user_23,192.168.211.104,GR,tablet,failed,wrong_password,99
065dd570-c4a5-4c40-b954-d0cc0f0e42b4,2026-03-28 12:57:31.409911,user_12,192.168.93.221,UK,desktop,failed,account_locked,67
fef93a92-f1e7-4b91-a960-40f83b943a12,2026-03-31 05:53:31.409911,user_48,192.168.53.59,FR,tablet,success,,78
48282e31-9d55-4dee-8e39-9e55008eb28d,2026-03-30 12:20:31.409911,user_25,192.168.115.148,FR,desktop,success,,65
94841ab1-4103-4977-ae93-0c277fca2eb1,2026-03-30 07:05:31.409911,user_23,192.168.71.133,DE,tablet,success,,95
724a241a-9819-4fb6-ae87-405c1e7873bc,2026-03-31 16:49:31.409911,user_16,192.168.85.145,US,tablet,failed,user_not_found,22
9aaf113a-71ef-4622-8a0a-2ac047744ea5,2026-03-28 15:51:31.409911,user_24,192.168.36.176,GR,desktop,success,,7
143f9542-fcda-4355-aaa4-ec349aed23ea,2026-03-30 23:58:31.409911,user_18,192.168.72.87,US,tablet,failed,wrong_password,12
c94ec7f1-492b-4d9e-91cf-feeeb62f42b0,2026-03-28 16:28:31.409911,user_19,192.168.253.106,GR,tablet,failed,wrong_password,25
6bd045cb-aabf-4b53-9020-4ba14cfb3065,2026-03-30 09:21:31.409911,user_3,192.168.40.30,US,desktop,failed,,81
429e3867-89b5-4ce0-9316-0121d5509c3d,2026-03-29 20:35:31.409911,user_9,192.168.95.208,UK,desktop,failed,wrong_password,58
be528a5f-4e6c-427f-be9e-8cf80b1e791b,2026-03-29 03:54:31.409911,user_1,192.168.26.116,GR,tablet,success,,38
4bf8afa5-158d-481d-ad78-bf8f86aeb412,2026-03-28 21:37:31.409911,user_21,192.168.184.182,GR,mobile,success,,29
a65cd607-893b-40eb-9fa7-2bb599ca8968,2026-03-29 03:12:31.409911,user_8,192.168.219.197,US,tablet,success,,100
ffc20240-0712-46c3-ac1b-cfd8980cf26f,2026-03-28 10:25:31.409911,user_16,192.168.89.32,DE,mobile,failed,account_locked,69
da0837f0-f6d5-4e91-ab4a-73d652d64357,2026-03-29 10:09:31.409911,user_21,192.168.233.165,GR,desktop,failed,wrong_password,15
82931090-61ab-4a53-ac80-9fa66ed554ae,2026-03-29 08:17:31.409911,user_35,192.168.124.120,FR,mobile,failed,user_not_found,82
ca3a4678-2816-4d59-9169-a01bbe447845,2026-03-28 18:04:31.409911,user_2,192.168.115.198,UK,desktop,success,,88
9a8a2a75-c72e-4cb0-80f1-8c58aad7ebf4,2026-03-30 13:16:31.409911,user_8,192.168.173.121,DE,mobile,success,,33
beb2a741-8d3d-4f50-8eb4-ef965d41d76c,2026-03-31 06:01:31.409911,user_29,192.168.15.47,FR,tablet,success,,91
4282aeed-0e08-4bbd-b907-fc618cb46646,2026-03-31 17:51:31.409911,user_27,192.168.153.122,DE,desktop,success,,61
76d677b8-9f10-41e6-91c2-cda1b28023d5,2026-03-30 17:59:31.409911,user_37,192.168.6.33,UK,tablet,success,,72
017fc4e9-cefe-436a-984f-5a0ae3405f0a,2026-03-28 14:32:31.409911,user_41,192.168.238.91,FR,mobile,failed,wrong_password,89
b7c7c686-79c2-4d62-8b1e-a1115a7a8207,2026-03-29 18:40:31.409911,user_45,192.168.32.172,UK,tablet,success,,15
03fe1547-e285-44bc-a693-64122dc040f2,2026-03-28 16:27:31.409911,user_46,192.168.168.212,FR,mobile,success,,86
8f175aed-0f34-43e5-bc7a-86cfeae3372c,2026-03-30 12:20:31.409911,user_36,192.168.114.228,DE,tablet,failed,account_locked,79
